qid	label	docid	context_only_jaccard	context_only_overlap_bigram	context_only_overlap_tfidf	context_only_query_overlap	context_only_similarity	embedding_similarity	goal_only_jaccard	goal_only_overlap_bigram	goal_only_overlap_tfidf	goal_only_query_overlap	goal_only_similarity	progress_alignment_abs_diff	query_length	query_overlap_ratio	retrieved_text_length	retriever_score	source_aa_lcr	source_aa_omniscience_accuracy	source_aai	source_context_window	source_critpt	source_gdpval_aa	source_gpqa_diamond	source_hle	source_ifbench	source_scicode	source_tau_squared_bench_telecom	source_terminal_bench_hard	state_only_jaccard	state_only_overlap_bigram	state_only_overlap_tfidf	state_only_query_overlap	state_only_similarity	step_index	success_flag	task_match	task_variation_match	text_overlap_bigram	text_overlap_jaccard	text_overlap_tfidf	total_steps	trajectory_length	agent_type__anthropic_claude_3_haiku	agent_type__anthropic_claude_opus_4	agent_type__anthropic_claude_opus_4_6	agent_type__anthropic_claude_sonnet_4_6	agent_type__deepseek_deepseek_chat_v3_1	agent_type__deepseek_deepseek_r1	agent_type__deepseek_deepseek_r1_0528	agent_type__deepseek_deepseek_v3_2	agent_type__google_gemini_2_5_flash	agent_type__google_gemini_2_5_flash_lite	agent_type__google_gemini_2_5_pro	agent_type__google_gemma_4_31b_it	agent_type__meta_llama_llama_3_3_70b_instruct	agent_type__meta_llama_llama_4_maverick	agent_type__minimax_minimax_m1	agent_type__minimax_minimax_m2	agent_type__mistralai_mistral_large_2512	agent_type__openai_gpt_oss_120b	agent_type__openai_gpt_oss_20b	agent_type__qwen_qwen3_235b_a22b	agent_type__qwen_qwen3_32b	agent_type__qwen_qwen3_5_flash_02_23	agent_type__qwen_qwen3_max	agent_type__seq_2_seq	agent_type__x_ai_grok_3_mini	agent_type__x_ai_grok_4_20	agent_type__x_ai_grok_4_fast	agent_type__z_ai_glm_4_5	agent_type__z_ai_glm_5
1	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_1|||pick_clean_then_place_in_recep|||variation_id_88d01b81333a445590378f9987f54e77|||4	0.2079207920792079	0.10160427807486631	0.6275966691095642	0.25925925925925924	0.3890055950913883	0.297166468025835	0.6	0.15384615384615385	0.6278677573591271	0.75	0.17746241431810025	8.0	248.0	0.3888888888888889	29.0	0.0883079469203949	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.8421052631578947	0.7142857142857143	0.8922556483841069	1.0	0.14739366170082857	0.0	1.0	1.0	0.0	0.18396226415094338	0.3153153153153153	0.40398991995267164	9.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	9.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_10|||pick_clean_then_place_in_recep|||variation_id_88d01b81333a445590378f9987f54e77|||4	0.23157894736842105	0.10555555555555556	0.4235611293211569	0.2716049382716049	0.4131896857323197	0.3169920617720809	0.36363636363636365	0.0	0.3691144159200984	0.5	0.2770011161063223	12.0	248.0	0.3333333333333333	96.0	0.1004839837551117	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.29411764705882354	0.10526315789473684	0.4106767393078582	0.3125	0.5007432848383558	0.0	1.0	1.0	0.0	0.13592233009708737	0.2803738317757009	0.30085064020666574	19.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	9.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_15|||pick_clean_then_place_in_recep|||variation_id_88d01b81333a445590378f9987f54e77|||4	0.23529411764705882	0.07920792079207921	0.5531587651966494	0.2962962962962963	0.3933527827457765	0.3211314183815237	0.36363636363636365	0.0	0.3691144159200984	0.5	0.2770011161063223	16.0	248.0	0.34444444444444444	52.0	0.1031254231929779	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.2222222222222222	0.05	0.18404594841652455	0.25	0.5802696762240399	0.0	1.0	1.0	0.0	0.11504424778761062	0.2719298245614035	0.35224690521872387	19.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_20|||pick_clean_then_place_in_recep|||variation_id_88d01b81333a445590378f9987f54e77|||4	0.22340425531914893	0.09659090909090909	0.544032310225919	0.25925925925925924	0.39565446943754196	0.32471513367283417	0.36363636363636365	0.0	0.5665803184787177	0.5	0.23707881370433453	14.0	248.0	0.32222222222222224	111.0	0.1054399237036705	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.18181818181818182	0.0	0.07807092857591953	0.25	0.611813282895348	0.0	1.0	1.0	0.0	0.1201923076923077	0.27358490566037735	0.3585617389361238	18.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_5|||pick_clean_then_place_in_recep|||variation_id_88d01b81333a445590378f9987f54e77|||4	0.2653061224489796	0.14285714285714285	0.5601932430342639	0.32098765432098764	0.3364383076203953	0.3104039511098169	0.36363636363636365	0.0	0.3691144159200984	0.5	0.2770011161063223	8.0	248.0	0.37777777777777777	44.0	0.09635064005851746	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.25	0.041666666666666664	0.13466314628759782	0.3125	0.507115543555654	0.0	1.0	1.0	0.0	0.17511520737327188	0.3090909090909091	0.359857821400596	10.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	4.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_5|||pick_heat_then_place_in_recep|||variation_id_a0c3b5f70e3c8980e9da57edf5348a34|||5	0.27835051546391754	0.13186813186813187	0.44325523736222067	0.313953488372093	0.37551567860572077	0.30970846763767934	0.625	0.2222222222222222	0.637276132678193	0.8333333333333334	0.14797808878775298	6.0	234.0	0.3655913978494624	53.0	0.09591936320066452	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.26666666666666666	0.05555555555555555	0.10473205453788788	0.4	0.541937463411812	0.0	1.0	1.0	0.0	0.1796116504854369	0.3177570093457944	0.2786926749292089	8.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	10.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_10|||pick_heat_then_place_in_recep|||variation_id_a0c3b5f70e3c8980e9da57edf5348a34|||5	0.2523364485981308	0.10606060606060606	0.4674593800109982	0.313953488372093	0.39421429901181354	0.3127074767367791	0.4444444444444444	0.1	0.5876580573112631	0.6666666666666666	0.18000474925034135	6.0	234.0	0.3548387096774194	67.0	0.09778598695993423	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.5	0.25	0.7916895638475012	0.7	0.3572759572956417	0.0	1.0	1.0	0.0	0.1415525114155251	0.28205128205128205	0.2947386689163987	9.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	4.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_1|||pick_heat_then_place_in_recep|||variation_id_a0c3b5f70e3c8980e9da57edf5348a34|||5	0.26666666666666666	0.13756613756613756	0.496250401821241	0.32558139534883723	0.35217689446753997	0.3002184163130375	0.3	0.1	0.3888333580858244	0.5	0.3532081060040165	9.0	234.0	0.3655913978494624	95.0	0.09013110399246216	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.2777777777777778	0.15789473684210525	0.3200235362968166	0.5	0.42188247641076276	0.0	1.0	1.0	0.0	0.1596244131455399	0.29310344827586204	0.30751469165831485	13.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	4.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_20|||pick_heat_then_place_in_recep|||variation_id_a0c3b5f70e3c8980e9da57edf5348a34|||5	0.25	0.11274509803921569	0.420924134406538	0.313953488372093	0.39550659909395236	0.3214916944638627	0.625	0.2222222222222222	0.637276132678193	0.8333333333333334	0.14797808878775298	6.0	234.0	0.3655913978494624	85.0	0.10335692018270493	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.8181818181818182	0.42857142857142855	0.32691072771401447	0.9	0.3097565266333813	0.0	1.0	1.0	0.0	0.1592920353982301	0.2905982905982906	0.26620761332396387	10.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	4.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-oss-20b_rank_15|||pick_heat_then_place_in_recep|||variation_id_a0c3b5f70e3c8980e9da57edf5348a34|||5	0.25	0.1358695652173913	0.49756068234007333	0.3023255813953488	0.3518016157440953	0.3169163260872973	0.3	0.1	0.3888333580858244	0.5	0.3532081060040165	8.0	234.0	0.3655913978494624	110.0	0.10043596476316452	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.2777777777777778	0.15789473684210525	0.3200235362968166	0.5	0.42188247641076276	0.0	1.0	1.0	0.0	0.16355140186915887	0.2905982905982906	0.3186904031572728	13.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
